Index,Result,Crab,Hunter,Recall,Recall Hunter,Scorpion,Beetle,Blink,Blink Hunter,Gunbot,Missilebot,Wasp,Hornet,Knight,Crossbow,Ballista,King Crab,Crusader,Bomber,Shocker,Recall Shocker,Mortar,Swift Shocker,Heavy Hunter,Destroyer,Raider,Turret,Heavy Ballista,Predator,Sniper,Advanced Blink,Assaultbot,Behemoth,Gargantua,Butterfly,Dragonfly,Falcon,Airship,Advanced Recall,Mammoth,Stinger,Flak Turret,Bulwark,Katbus,Locust,Kraken,Valkyrie,Artillery,Advancedbot,Advanced Destroyer,Skill,
2891,-2700.00,0,0,0,0,-91,0,0,0,25,0,0,15,-27,0,0,0,0,0,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5866.61,
2892,6137.50,-1,-41,0,0,88,0,0,0,0,0,0,39,0,0,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1285.57,
2893,5312.50,-19,0,0,0,0,38,0,0,-66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10050.27,
2894,5175.00,0,0,0,-16,0,0,15,0,0,0,0,0,0,-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0,4325.40,
2895,-3075.00,0,12,0,0,-47,0,0,0,0,0,-51,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3329.54,
2896,-6537.50,0,41,0,0,0,0,0,0,-103,-36,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1448.40,
2897,-11612.50,0,78,0,0,-41,0,0,0,0,-71,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4236.15,
2898,-6900.00,-16,0,0,0,-166,67,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4570.78,
2899,1750.00,0,0,0,0,0,0,-10,0,30,0,-60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,0,0,24,0,0,-14,4211.85,
2900,937.50,0,0,0,-1,0,0,0,0,0,0,0,-5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5792.94,
2901,1425.00,0,-89,0,0,0,0,0,0,0,0,-17,76,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3550.34,
2902,5637.50,0,47,-1,0,0,0,0,42,0,0,0,-1,0,0,-1,0,4,0,0,-26,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1379.85,
2903,-5525.00,-61,0,0,0,0,8,65,0,0,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4619.97,
2904,-6212.50,0,0,0,-15,0,0,-55,0,42,0,0,78,0,0,0,0,0,0,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4454.46,
2905,-8650.00,0,-19,0,0,0,1,0,0,0,0,-111,0,0,31,0,0,0,0,0,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6022.19,
2906,962.50,0,47,0,0,45,0,0,0,0,-7,0,0,-2,0,0,0,0,0,0,0,-9,0,0,0,0,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13266.12,
2907,8112.50,0,0,0,0,0,77,0,0,-1,0,0,22,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1010.84,
2908,-9987.50,0,0,0,-8,0,41,0,0,0,-1,0,58,0,0,0,0,-11,0,0,0,-5,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1184.33,
2909,5850.00,0,2,-54,0,0,0,0,0,0,0,0,0,1,-22,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,17,0,0,0,0,0,0,0,0,683.97,
2910,-8500.00,1,0,0,0,-188,0,0,0,-11,0,0,0,0,10,0,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5316.43,
2911,6237.50,0,0,4,0,0,0,0,47,0,0,0,-41,-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-6910.92,
2912,-12250.00,0,0,6,0,-7,0,6,0,0,0,-5,0,0,0,0,0,0,86,-8,-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4125.04,
2913,-12100.00,0,25,0,0,73,0,-21,0,0,0,0,0,0,-4,0,0,0,0,-6,1,0,0,0,0,14,-8,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4897.98,
2914,1550.00,0,-15,0,-7,0,50,0,0,0,0,0,0,11,0,-6,-10,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,1621.52,
2915,12587.50,0,0,0,0,-32,0,-8,0,0,1,0,0,1,0,0,0,12,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,-30,0,9,4,0,0,0,0,0,0,0,0,0,4832.29,
2916,8687.50,21,0,0,53,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,-1,0,4,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,-1,-1963.60,
2917,-7275.00,0,0,0,0,0,-11,0,80,0,0,26,0,-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-27,-1,0,0,0,0,0,0,0,0,0,0,-4129.43,
2918,-9050.00,0,-4,0,0,0,0,-10,0,0,4,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-168,0,-3573.93,
2919,-10725.00,0,0,0,0,0,-44,29,-44,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,-4,0,0,0,0,0,0,0,0,0,0,-7063.06,
2920,-437.50,0,0,0,0,-50,0,0,0,0,0,137,-12,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-3040.80,
2921,-5862.50,-1,0,0,0,0,-26,39,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10779.66,
2922,7900.00,0,0,0,0,0,0,0,48,0,0,102,-36,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,-1,0,0,-6425.02,
2923,12025.00,0,30,0,-31,38,0,0,0,0,0,-56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16,38,0,0,0,0,0,0,0,0,0,0,0,-1847.18,
2924,5250.00,0,0,0,-18,150,0,0,0,0,0,-116,0,2,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1338.35,
2925,4762.50,40,0,0,0,0,-75,0,0,1,0,0,0,-12,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,269.81,
2926,4325.00,0,0,38,0,0,-1,0,0,0,0,87,-1,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,0,0,0,-38,0,0,0,0,0,0,0,0,0,0,0,-3388.24,
2927,-6462.50,-6,0,0,0,0,48,0,-73,0,0,0,15,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3446.50,
2928,-4812.50,40,-23,0,0,0,-42,0,0,17,0,0,0,0,0,0,-2,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,-1712.23,
2929,1200.00,0,0,0,0,0,0,0,0,26,-9,8,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3646.51,
2930,8387.50,0,-47,-13,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5924.52,
2931,-5100.00,0,-28,0,0,-110,0,1,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7782.32,
2932,-10237.50,0,48,0,0,0,0,-69,0,0,0,100,-30,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5306.42,
2933,-2450.00,0,0,0,0,-23,19,0,0,-31,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7174.86,
2934,5275.00,0,-1,0,0,0,0,0,-27,0,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9126.06,
2935,4812.50,0,0,0,0,0,0,12,0,-116,0,1,0,0,0,-2,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,11,0,11,0,-207.82,
2936,8125.00,0,-20,0,0,0,0,70,0,0,0,0,0,0,-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2848.47,
2937,-5250.00,0,0,33,-3,0,0,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,0,0,0,0,0,0,-8202.35,
2938,8462.50,0,0,0,15,0,0,0,0,0,0,0,0,40,-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10533.51,
2939,-6837.50,0,-17,0,18,-148,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,3975.20,
2940,-3300.00,0,0,-6,0,-61,0,0,14,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1685.34,
2941,-2075.00,1,0,0,0,0,0,1,0,0,0,-159,0,0,-10,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,12368.15,
2942,1262.50,0,0,0,0,0,0,0,-3,10,9,0,0,0,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7379.63,
2943,-4100.00,0,0,0,-30,-3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4171.95,
2944,-10500.00,0,0,15,0,0,0,-23,0,0,0,2,0,0,0,0,0,0,0,0,0,0,24,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,-3,0,0,0,0,0,0,772.30,
2945,-10500.00,0,0,0,0,5,0,0,0,-69,0,0,-1,0,16,0,0,0,0,0,0,10,0,0,11,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,-8349.50,
2946,8387.50,0,0,0,90,12,0,0,0,0,0,-1,0,0,-3,0,-18,0,0,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2307.36,
2947,-5625.00,0,48,-6,0,0,0,-53,0,0,0,0,0,25,0,0,0,0,0,-9,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3265.82,
2948,8012.50,0,0,0,0,0,11,0,0,25,0,0,-1,-2,0,0,0,0,0,0,0,0,0,-6,0,0,8,0,3,0,11,0,0,0,0,0,1,0,-78,0,0,0,0,3,10,0,0,0,0,0,-1563.87,
2949,1400.00,0,0,0,0,-5,0,15,0,0,0,9,-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8806.86,
2950,-387.50,0,68,0,-2,0,0,-47,0,0,0,14,0,0,0,0,-1,0,0,0,0,0,0,-3,0,-5,6,0,0,0,0,0,0,0,-8,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,-5641.96,
2951,1750.00,-55,0,0,0,0,0,-44,0,0,0,0,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,20,0,0,0,0,0,0,0,0,0,0,0,3826.26,
2952,9825.00,6,-39,8,0,0,0,0,0,0,0,0,0,0,-26,0,0,0,4,0,0,0,0,0,16,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10669.92,
2953,-3787.50,42,0,0,0,0,0,0,32,-107,-21,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,0,0,-1,0,1,1,0,0,0,0,0,0,-1518.99,
2954,13350.00,20,0,0,-10,-22,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,4,0,-15,1,0,0,0,0,0,0,0,0,0,23,-13,0,0,-1,0,0,0,0,0,0,0,0,0,-8379.82,
2955,3062.50,11,0,0,0,177,0,-1,0,0,-38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-946.36,
2956,9900.00,-7,89,0,0,0,0,0,0,0,0,0,8,0,-21,0,0,0,0,0,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6548.65,
2957,-875.00,72,0,0,0,0,0,16,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,0,-11,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,-7127.26,
2958,-3300.00,0,0,0,0,16,0,0,0,0,-8,-170,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3876.45,
2959,6862.50,0,8,-15,0,0,26,0,0,0,0,0,0,0,-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,8,13,0,0,0,0,0,0,0,0,0,10442.74,
2960,3450.00,3,0,-65,0,-15,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,5443.35,
2961,8700.00,0,-1,0,0,0,0,0,8,67,-43,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19,2083.18,
2962,-10387.50,0,0,0,0,11,0,0,0,0,0,-32,0,-13,17,0,0,0,0,0,0,15,0,0,-9,-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2570.65,
2963,-7150.00,-7,-24,29,0,0,0,0,0,99,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,-2,0,-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-650.54,
2964,2700.00,14,-3,0,0,0,0,0,-19,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3532.64,
2965,-9900.00,-64,0,-35,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2112.54,
2966,-8012.50,0,16,0,0,0,0,-49,0,0,0,0,-39,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2199.17,
2967,825.00,0,0,0,0,0,-11,0,2,0,11,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6323.45,
2968,-2950.00,0,0,0,0,108,-21,0,0,0,0,0,0,-1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-29,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11707.44,
2969,-7200.00,0,0,0,0,0,0,0,0,22,52,-108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1233.70,
2970,6237.50,0,-22,0,0,0,0,0,0,0,25,50,0,0,0,0,0,0,0,-17,0,0,0,0,0,0,6,0,0,0,0,42,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11972.37,
2971,-9712.50,0,0,0,0,-14,0,21,0,68,-31,0,0,0,0,-1,0,0,0,0,0,0,-1,0,14,0,0,1,0,0,6,-36,0,0,0,0,-5,0,0,0,0,0,0,-1,0,0,0,0,-1,0,-11189.62,
2972,4137.50,0,0,0,24,-2,0,0,0,0,0,77,0,-28,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,-12,0,0,0,0,0,0,0,0,0,0,0,0,1717.64,
2973,-1400.00,-31,31,0,0,0,0,0,0,-95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.35,
2974,-10187.50,1,0,0,0,-91,0,0,0,0,0,0,0,-4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,-5,0,-11,0,0,1,0,0,1,0,0,0,-1,6062.84,
2975,9187.50,1,0,0,35,0,0,0,0,0,-86,-27,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,2397.94,
2976,7537.50,0,25,0,0,-1,0,0,0,148,0,0,-79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1451.45,
2977,-9037.50,1,-4,0,0,0,0,0,0,0,0,-44,0,0,15,0,0,0,0,0,1,0,7,0,0,0,0,0,0,-7,-9,0,0,0,2,-2,0,0,-7,0,9,0,0,0,-14,0,0,0,0,0,-3180.19,
2978,5200.00,8,0,0,0,0,0,0,-6,0,0,0,-40,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8084.58,
2979,2000.00,-26,0,0,0,0,0,0,0,54,0,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1785.20,
2980,-2612.50,0,0,7,-36,0,0,0,-30,0,0,0,0,0,0,0,0,0,0,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13282.43,
2981,-10862.50,0,0,0,0,0,-39,0,5,9,-20,0,0,0,0,0,0,0,0,0,0,-14,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,5,0,0,0,0,0,0,0,0,0,0,-3697.64,
2982,-1625.00,0,0,0,-41,0,-5,0,0,0,0,0,33,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-3,0,0,-20,0,0,0,0,0,-6874.06,
2983,-9925.00,0,0,0,3,0,0,0,23,-55,0,0,0,0,-4,0,0,12,-8,0,0,0,1,0,0,0,0,0,0,0,-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2195.70,
2984,-5250.00,0,0,0,0,0,0,83,0,0,0,-16,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-3,0,0,0,0,0,2955.70,
2985,-8850.00,0,0,0,0,0,45,0,-1,0,0,65,0,0,0,0,-14,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1236.12,
2986,3100.00,0,0,-14,-63,0,0,95,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1268.42,
2987,-6012.50,0,-1,0,4,-104,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11,0,0,0,0,0,0,0,0,0,0,0,4839.35,
2988,9275.00,44,0,0,0,0,0,0,-86,0,-1,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9666.97,
2989,5250.00,0,0,0,7,0,0,0,-1,0,0,68,0,0,0,0,0,-9,-41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,11,0,0,0,3,0,0,0,0,0,0,0,7917.09,
2990,-9200.00,-51,0,14,-48,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,-7584.27,
2991,-6187.50,-15,0,0,0,0,0,0,0,0,-66,0,49,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,2,0,0,1,-11259.72,
2992,-5000.00,1,0,-25,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6519.38,
2993,6200.00,72,0,0,0,0,0,0,0,-38,0,54,0,0,-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2183.40,
2994,6800.00,0,0,83,0,-50,0,0,0,0,0,-1,0,0,0,0,0,-9,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4623.34,
2995,4375.00,0,0,0,0,0,-38,0,0,43,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7189.19,
2996,1587.50,0,6,0,0,0,0,-13,0,0,-1,155,0,0,0,0,0,0,0,6,0,0,0,0,0,-4,0,0,0,0,0,-20,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1957.96,
2997,-850.00,0,4,-5,3,0,0,0,0,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5639.27,
2998,-11812.50,0,0,0,-27,28,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,18,0,8,0,0,0,0,0,0,6,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,-1,0,0,0,0,9474.54,
2999,-3475.00,-12,0,0,0,0,0,0,-18,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1377.64,
3000,-1500.00,-9,0,0,-3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-211.11,
3001,10500.00,0,0,0,-48,-11,1,0,0,0,0,0,3,0,0,0,0,0,0,-9,-8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,3380.36,
3002,-4725.00,0,-18,0,0,-8,0,27,0,0,0,0,0,0,14,0,-3,0,-22,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12540.67,
3003,3437.50,0,0,0,9,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,11587.59,
3004,-2800.00,0,-12,0,0,-31,0,0,5,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13462.81,
3005,6712.50,0,-54,0,0,0,15,0,-6,0,0,0,26,0,0,0,11,0,0,0,0,0,0,-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,-406.90,
3006,3125.00,0,0,10,27,0,-25,0,0,0,0,0,0,0,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1956.62,
3007,-7100.00,0,0,0,92,0,0,0,7,-24,0,0,-16,0,0,0,0,0,0,-6,0,0,0,0,0,0,0,0,-1,0,0,-87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-49.75,
3008,-8725.00,0,0,0,-22,-154,0,0,0,0,0,0,51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,2601.74,
